element,material,synthesis_type,size_nm,precursor_conc_mM,capping_agent_pct,pH,temp_C,stirring_time_min,agitation_rpm,surface_area_m2_g,OH_stretch_present,OH_stretch_count,NH_stretch_present,NH_stretch_count,CH_stretch_present,CH_stretch_count,C=O_stretch_present,C=O_stretch_count,C=C_aromatic_present,C=C_aromatic_count,C-O_stretch_present,C-O_stretch_count,Metal_O_bond_present,Metal_O_bond_count,Fingerprint_region_present,Fingerprint_region_count,num_peaks_total,peak_min,peak_max,peak_range,mean_wavenumber,peaks_per_1000,peak_density,max_peak_intensity,catalytic_activity
Cu,Carbide,Sol-Gel,99.0372277758104,7.374708866585326,0.29869202865630495,10.76628562111411,77.06216373726468,223.2112906626554,223.21594295645173,12.364252838242223,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,0.0
Co,Composite,CVD,9.433452613670784,149.98400733905234,3.6288450783618034,3.448819580759768,112.80089451980258,359.277120342373,1015.9791908196788,48.66960125568181,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,27.148459200882158
Fe,Composite,Hydrothermal,66.85548995382305,55.22401694386685,1.6816330616523896,11.10459579273729,181.44621290525006,87.3846592403702,258.8776861795034,13.128420274684204,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,0.0
Pt,Metal,Green_Synthesis,45.92634542355672,10.169854389574533,3.410413515429732,9.267121330480068,105.5867024165215,116.15848515988374,906.6107984563945,13.526769012592126,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,27.96659400386299
Co,Metal,Hydrothermal,45.766986308452275,127.99615304155176,3.0861229304569813,11.465452743816702,61.54332450048245,326.4807958163874,422.0265059483559,10.05757104983151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,0.0
Au,Composite,Green_Synthesis,46.84927037128695,148.95978320263453,2.5152512957342053,5.254543822142625,141.66374399752937,236.6745563864097,385.968062744855,22.86775490357219,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,15,400,3600,3200,2000,3.75,0.0046875,15,28.052129899793435
Co,Carbide,Hydrothermal,27.350813832539984,122.63741787319744,4.264747771697775,9.254292281758751,187.80270331444896,192.53532860542256,1003.3911688833628,20.693970399202506,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,27.937706000837316
Pd,Metal_Oxide,Green_Synthesis,72.12515707855877,127.93049098911702,3.543449300715839,10.28516940215395,97.18213907566282,215.692682099112,707.4219208787074,10.0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,34.85117082850739
Pt,Carbide,Co-Precipitation,72.71449955633264,94.26433201869818,4.447775572510032,9.318923218072891,52.398761120003,127.51346373064632,326.04756347238344,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,16.32156358918867
Pd,Metal_Oxide,Sol-Gel,29.674916790371046,138.42651115491898,1.4080187455152466,4.893003320603386,211.64743640769478,312.2561880441314,102.80087600244967,18.362282600222986,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,41.740909532297984
Fe,Carbide,Co-Precipitation,83.86003316412811,6.325044207392663,1.7406376229730103,5.480306112655592,81.8804199506027,275.9387782610645,1170.3383673397814,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Ni,Metal,Sol-Gel,33.05080447773234,115.24185558017595,3.109756749052344,8.100681136074062,140.38336467398648,242.0139226701921,574.524808034857,18.914208488670113,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,9.007203946946618
Pd,Composite,Co-Precipitation,73.05912615068114,100.93582402177726,4.832322186808679,7.020755424216926,180.5522086350797,337.47505741495445,537.1650743810494,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,26.310694988974973
Au,Composite,Co-Precipitation,13.85797721618251,8.388160608076333,1.8579104966859061,9.616054695748755,96.34192008869967,220.77658397908291,155.34604483964833,26.970015359893964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,35.364644589358385
Co,Metal,Hydrothermal,18.532760994767074,82.05206326749543,0.16146825033745593,6.408090223196884,170.94322090879413,198.91944581995452,1083.8438162860589,22.85524210980585,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,15.925274131999098
Ni,Metal_Oxide,CVD,32.94797316180861,77.74399151792255,2.2294397771097834,10.735324696737504,128.43463894934388,351.9788227702227,254.6464655309012,20.932740326971057,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,8,400,3600,3200,2000,2.0,0.0025,8,16.05031758742747
Co,Metal_Oxide,Green_Synthesis,60.19962923145042,104.03859953646953,2.719647812645116,6.887283645330752,153.34824740286538,97.9846573779076,469.001282770789,12.726232858507764,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,19.25646019950571
Pd,Metal_Oxide,Green_Synthesis,65.26012557691253,12.552180329766708,4.004937043497716,3.3603715264331315,157.8796233138121,76.84949715524252,563.21428448438,10.0,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,29.683329329598195
Co,Metal,Green_Synthesis,40.84290485281254,120.9865390139334,3.6430023999831946,3.1562766829645112,210.4339045517994,83.55334694614854,991.1163236580735,10.0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,14.591689595984086
Fe,Metal_Oxide,Sol-Gel,9.628237004830375,21.771112859714197,4.823313403591681,8.82068327476093,172.6734115229507,356.51586264534467,495.41329535478303,48.858653725361066,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,42.70398661580083
Ni,Metal,Green_Synthesis,38.61619590508698,63.381027405819026,3.913413802782331,7.864978064536433,84.46900574149237,245.24284811623912,684.6087965880945,20.228611599511353,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,2.5011712318794777
Fe,Carbide,Green_Synthesis,69.49921656399685,132.31191311774379,1.4931421853394133,7.884701790206599,38.410976756150404,130.95455102089934,571.6046166057304,10.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,15,400,3600,3200,2000,3.75,0.0046875,15,0.0
Pd,Carbide,Hydrothermal,67.75755519077096,84.51920921882896,3.206901554900848,10.11008114425601,25.446747416904866,112.16267543528734,443.02916464262717,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,16.75471977712681
Fe,Metal,Co-Precipitation,17.69924849413339,57.55904614945541,3.3612059669827614,6.381482111757476,228.49391157257398,48.69073472992171,1140.933393399848,28.646734136861326,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,29.629111257431948
Au,Composite,Green_Synthesis,2.7628290863587814,8.18213406482968,4.990102574102615,11.959022978354863,236.97476165549642,73.54261847232252,976.5644919091624,173.75427768110853,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,100.0
Pd,Carbide,CVD,75.79219849501945,101.16875406305653,0.6936895561338879,11.50977090548867,46.17508472455029,329.6969518411396,291.7882559722773,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,1.4167249404863753
Pd,Metal_Oxide,Green_Synthesis,12.424080305753884,147.9954680307108,0.9566275134522839,3.1166559044204223,134.5870641135058,276.62255003746463,710.1769683762755,35.023991409178315,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,51.229990626435765
Pd,Metal,Sol-Gel,10.070216108499979,136.85766341499905,0.7775682200434447,11.061684913788806,59.10892077862025,340.7147123863189,976.2161309907375,45.46203757380104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,43.12397815179016
Pt,Metal_Oxide,Sol-Gel,2.26471924974802,107.87711555844076,2.945300570829819,9.124946853330965,238.46854450841906,169.8312090302189,737.7689698915781,218.18031032802037,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,8,400,3600,3200,2000,2.0,0.0025,8,100.0
Co,Metal_Oxide,Sol-Gel,44.39492994377887,16.68863588013581,0.6765053611701005,7.518813031344314,80.53731628506785,228.40829120019936,643.157221195524,10.35728470050694,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,8,400,3600,3200,2000,2.0,0.0025,8,7.257390747823583
Pt,Composite,Green_Synthesis,51.319862288279815,36.67657391665873,3.280038544522678,8.244727266846382,137.87059650932474,189.61151546966687,179.26533718385932,10.0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,34.73503820028754
Pt,Metal_Oxide,Hydrothermal,64.49107652256188,28.840503898539765,4.018870254321094,10.576716269378892,62.26454313990627,320.8571808409806,216.67335735714965,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,20.033252810560402
Au,Composite,CVD,31.014256389833413,53.96378439809115,2.163964621034302,11.559336528657214,99.87124401318901,357.15602276702833,369.76348872075016,22.349621173035988,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,5.706493539952408
Ni,Carbide,Green_Synthesis,71.62162220590443,36.09206694093879,2.803425409447321,8.04300262262798,85.03143120861571,337.81581852462193,664.7363603143291,11.314341189944816,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,0.0
Co,Metal,Hydrothermal,18.594522025880273,37.42147744978229,4.563610416456454,4.631623024697309,131.97085966874175,227.35842976826456,1186.026353025401,34.457379035882475,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,28.577731805772046
Fe,Metal_Oxide,Hydrothermal,83.53502520481403,92.89276037093545,2.8478295878875057,8.757785854400385,119.45094145498341,50.39465247211315,982.4928112844931,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,0.0
Cu,Metal,Green_Synthesis,58.041136231263664,48.48669573824614,1.0430277601743372,3.685970715497226,99.42950378508444,233.7837822973084,221.0561005107287,10.0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,0.5288465072614308
Pd,Metal_Oxide,Green_Synthesis,59.22120269046074,101.89726859439848,1.7159689922168093,8.71624863151381,48.82246397089272,62.02564910526824,888.9853330687288,10.0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,15,400,3600,3200,2000,3.75,0.0046875,15,16.563319691404253
Fe,Metal,Hydrothermal,22.557990550352596,142.23555921278088,2.6492290166973427,10.277506222741861,134.00957995156335,75.81108629978073,991.5184730900011,14.499198668621855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,6.000714763472179
Pd,Metal_Oxide,Hydrothermal,9.262657431438047,96.13320957537262,0.7744884274479247,6.179982928372983,216.29680407059928,93.14375040241455,555.6896061753316,59.15144429854906,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,14,400,3600,3200,2000,3.5,0.004375,14,71.9586742903314
Au,Metal_Oxide,Hydrothermal,47.5430307019058,112.99684490434531,3.0625991767843463,3.6406598182965633,189.30025073175236,149.95282894806982,463.1623857141381,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,24.711900899784098
Pd,Metal_Oxide,Green_Synthesis,62.32997128839118,112.98548187714285,4.996230459420128,9.230035155716156,187.12934893660062,225.2895396046635,743.076614441423,10.0,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,1,16,400,3600,3200,2000,4.0,0.005,16,49.85885386835569
Pt,Metal_Oxide,Hydrothermal,11.314552948845188,50.27471547149734,3.2626748247048223,6.053958751517212,107.37064076769445,140.07271247733354,671.0689104652997,46.32700631279284,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,8,400,3600,3200,2000,2.0,0.0025,8,65.6267203603503
Co,Metal_Oxide,Sol-Gel,95.15237850376033,3.228741194421889,1.862055720072206,5.241869866924965,184.39429315346158,179.24814542089075,391.7349663765933,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,7.782865053440146
Cu,Metal_Oxide,Green_Synthesis,98.08060730281507,9.202146486137952,1.6587324584053125,9.202635830489179,129.7445833149817,45.6053809180283,537.1156136412342,10.0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,0.0
Ag,Metal_Oxide,Sol-Gel,55.45475614846421,43.026977381799206,4.658016613036376,11.726278220179154,58.81212043858809,234.52007423905928,698.8812679184775,10.967604989751091,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,6,400,3600,3200,2000,1.5,0.001875,6,0.0
Pd,Metal_Oxide,Co-Precipitation,95.1067772167938,103.74193436498211,4.357571452893279,9.707901396831637,119.28619374506148,246.82048261696087,737.9168028956157,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,28.73615543407361
Fe,Metal_Oxide,Green_Synthesis,19.585633282923602,136.09578765859558,2.3617931009938364,7.422150365034379,54.86619198210943,62.79874885648286,684.924473801748,36.968009334806965,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,1,12,400,3600,3200,2000,3.0,0.00375,12,16.21885368187491
Pt,Metal,Co-Precipitation,4.49122714759344,143.8609410664212,1.767072822501421,8.404596501817334,50.75863425397057,289.0886614777553,1030.7182621959487,112.54597750205865,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,89.82946992265389
Ag,Composite,Hydrothermal,5.862134458458213,4.851450912170944,3.5523214179822626,4.2805101781721,30.188344402962414,243.66165402845516,134.9195437660365,87.96637353783254,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,48.86023757969548
Cu,Metal_Oxide,Hydrothermal,59.57622298382435,148.5229995992829,1.5725123777714138,10.318919571145273,88.64221771811873,191.6107116628499,466.28204848534233,20.019058734052354,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,15,400,3600,3200,2000,3.75,0.0046875,15,0.0
Ag,Composite,CVD,8.040904576808707,49.05208553514737,0.5970161612627023,8.43865509550277,99.44682645443758,212.4437584799102,924.8169752313297,63.91166000679702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,40.905194881507256
Pt,Metal_Oxide,Hydrothermal,95.93746946876054,126.60047800703218,1.5507610615076317,11.692473581982156,182.37483541116083,196.00509240242258,816.9608634853853,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,32.409335015881126
Co,Metal_Oxide,Co-Precipitation,15.90945465442106,27.864023643820275,2.1714799105860094,11.815350314609532,146.05107659907634,47.75167143015223,1110.0932921000472,16.861419919023195,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,6,400,3600,3200,2000,1.5,0.001875,6,17.87294248652994
Co,Metal,Hydrothermal,31.862834993191907,10.371840383422018,1.2770568799135407,6.191280231963628,218.1511852119952,272.5993221071916,746.8231316165918,13.759338302013065,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,15.55649554095281
Ni,Carbide,Green_Synthesis,82.60674459583815,57.37495818534044,1.0840686291886148,11.896913419614037,64.70589100877271,198.89751017057714,801.9659968277624,10.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,0.0
Co,Carbide,Hydrothermal,23.436551664201122,128.97988289107326,0.03070081332348873,11.611501752923312,84.84024531845816,87.0318716539962,875.4418761350465,17.52661070705568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,6.286223542095201
Ni,Metal,CVD,25.810908928547917,33.90291246579459,3.154213907020233,8.758487674246226,236.74212500726853,254.64118173644385,304.82065903886655,20.438115338727744,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,21.124637919882638
Ag,Composite,Hydrothermal,64.94627766751978,23.939641537024485,3.0722447115805944,6.001179856132406,124.91018075045822,259.37165000047816,928.5684129398115,11.292057653382823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,2.7536280501739903
Au,Carbide,Co-Precipitation,29.056436671947704,136.5608450135784,0.9401261888536411,9.780061986729923,202.53646218594756,100.45350490624267,429.87860239510235,21.825917415802127,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,30.009478002703496
Fe,Metal,Co-Precipitation,23.309868132754627,140.8122431905974,4.718250359055921,5.441135082205223,135.73772094613506,292.8433739990663,566.9512980722045,20.904931479700352,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,400,3600,3200,2000,2.5,0.003125,10,8.103374226739966
Fe,Metal,Hydrothermal,26.909416001954433,2.8696816791474298,2.0478545090237903,8.668595070071227,130.9942728307932,180.6465595407349,115.4071517298783,10.793330011174152,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,10.866792062385695
Ag,Carbide,Co-Precipitation,50.08345493539123,109.38792487490676,0.12739716788153277,3.2212345241960763,58.32616480666954,89.601172127329,1027.922524191882,10.415030120758669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,0.0
Pd,Composite,Co-Precipitation,96.67778752768525,47.07195274286967,1.0988595863242179,8.657245168897562,216.5199124634319,247.01460109330287,1148.8421835381216,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,35.24022026331414
Pd,Metal,CVD,83.55931827300037,56.83095112511125,3.460337421355973,11.564474562602056,42.62993812321779,226.91989829633468,166.21004630327036,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,2.1708135911956035
Co,Metal_Oxide,Green_Synthesis,29.89180592689736,70.896343267772,1.0080994940529764,5.116287384355977,94.80874629693434,86.23408752174012,798.7201977471252,15.315734029504553,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,2,12,400,3600,3200,2000,3.0,0.00375,12,16.623581722977384
Fe,Composite,CVD,37.61057443281358,64.5918545560034,0.26956229438028056,10.003615380441998,176.53031613704036,317.8751369266304,1156.856543773913,11.560082521215703,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,5.045148202948741
Fe,Composite,Sol-Gel,47.522200549399585,77.73109396233367,3.0885311069733645,5.6408119492404145,139.1329489318067,311.99632979310275,767.5908670858017,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,0.0
Ni,Carbide,CVD,97.93510540766506,87.77189564526242,2.591773952970915,9.370647738557773,223.31012356859563,305.9607139924941,977.7460859068825,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,7.792567855164941
Au,Carbide,Hydrothermal,18.894265896900137,70.3737302208507,3.806329180492267,9.299751328861728,33.84203937728108,161.7451934578234,229.94166331721487,33.65296496217485,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,18.11833085299325
Pt,Metal_Oxide,Green_Synthesis,37.03334414220452,105.53296753293812,3.8631569427207086,4.662639675214306,171.1166918874393,302.12551566959223,369.33475014867184,14.832288264266706,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,45.51444813823878
Pd,Metal,Hydrothermal,73.48375721030607,108.07164776347916,4.799676268938644,8.374151193789178,132.42973089110308,308.7824517658523,480.3083415133894,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,20.047619998458977
Fe,Carbide,Sol-Gel,96.46648595835644,66.61352041650308,0.2850877200926938,10.732520578018383,59.72016028022146,358.85828979705946,1179.2833146209168,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Ni,Carbide,Green_Synthesis,17.256170850895295,22.22700906497918,0.19494709909114172,6.442797624956051,192.23167910033354,346.00952399730403,959.955767401304,22.103464292069972,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,34.28783729829516
Cu,Composite,Co-Precipitation,24.283235511045884,96.45519927669828,4.9359852401383035,9.392492562140212,117.54404246635539,156.3396205624424,1074.229156444104,25.662582963049644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,18.611063297269133
Ni,Carbide,CVD,24.118078090262163,116.17055014025563,3.224239388484769,9.069870317110919,144.6059284532538,95.40740244407303,635.7840616535678,36.98932018287988,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,24.04053814715624
Pd,Carbide,Hydrothermal,4.051338890223204,96.0783186593885,3.5768526983378566,5.317626016205433,242.63486493169935,126.512589642604,888.4858918567141,118.6039035240181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,100.0
Pd,Carbide,Sol-Gel,61.203331248133054,88.62016011117552,0.4824100986758423,11.26779203807133,134.40176823066744,193.27780479974456,904.72143715433,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,11.567342974046525
Ni,Carbide,Co-Precipitation,67.7289012662976,35.18238669395634,0.34906345424168483,8.071608757046457,210.25889475069462,295.801019172847,725.8153669296324,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,7.2063597053836705
Pt,Composite,CVD,61.04753723227483,97.12541908206948,0.8012679696788549,6.197633911249717,198.15494275177997,268.5847383896113,1065.7660657748015,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,46.73649064488857
Ag,Metal_Oxide,Co-Precipitation,8.989652962455805,50.89357597185558,2.135978013987348,4.47922538132193,174.11978309060478,289.9452104077492,274.0763485537877,54.94060800160384,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,6,400,3600,3200,2000,1.5,0.001875,6,46.76827396867171
Pd,Metal_Oxide,CVD,8.784552323071907,138.01427055917947,0.5508809136648785,7.261125171777921,226.78273225382506,155.37570308623867,163.27165885162702,54.34339747519946,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,14,400,3600,3200,2000,3.5,0.004375,14,72.06925497976644
Ni,Metal,Green_Synthesis,22.617882340424153,98.40429382123713,2.2316687022041397,9.5710209411153,81.6103705608657,111.47853261337448,434.46214525826434,25.035952266043225,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,10,400,3600,3200,2000,2.5,0.003125,10,8.919536977962226
Fe,Carbide,Co-Precipitation,30.448862538493632,42.4487718295371,2.807679515506684,8.612762427938891,209.6735270802242,37.96279232709172,197.09899165525326,18.3599921244682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,12.367596843150505
Ni,Composite,Co-Precipitation,79.08127827918464,71.46610949522558,0.0016648394255397436,9.54347303597487,110.00218488940207,236.64059528601337,166.3477789209893,12.435991299587974,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,0.0
